2024-01-30 11:57:23,933: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-30 11:57:25,463: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-30 11:57:25,464: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-30 11:57:25,465: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-30 11:57:25,465: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-30 11:57:25,467: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-30 11:57:25
2024-01-30 11:57:25,467: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-30 11:57:25,474: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-30 11:57:25,475: root: INFO: New market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.
2024-01-30 11:57:25,478: root: INFO: MLTrader : Trading iteration ended at 2024-01-30 11:57:25
2024-01-30 11:57:25,478: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-30 11:57:25,478: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-30 11:57:25,479: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-30 11:57:25,479: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-30 11:57:25,480: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-30 11:57:25,480: root: INFO: Filled Transaction: buy 106.0 of SPY at 469.48999023 USD per share
2024-01-30 11:57:25,480: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-30 11:57:25,485: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-01-30 11:57:25,486: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-30 11:57:25,486: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-30 11:57:25,488: root: INFO: MLTrader : The market is not currently open, skipping this trading iteration
2024-01-30 11:57:25,488: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-30 11:57:25,488: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-30 11:57:25,489: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-30 11:57:25,489: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-30 11:57:25,490: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-30 11:57:25,490: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-30 11:57:25,492: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-30 11:57:25,492: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
