2024-02-01 11:15:11,088: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-01 11:15:13,523: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-01 11:15:13,525: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-01 11:15:13,526: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-01 11:15:13,526: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-01 11:15:13,529: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-01 11:15:13
2024-02-01 11:15:13,529: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:13,541: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,558: root: INFO: New market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.
2024-02-01 11:15:16,565: root: INFO: MLTrader : Trading iteration ended at 2024-02-01 11:15:16
2024-02-01 11:15:16,566: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 11:15:16,566: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,568: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,569: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-01 11:15:16,569: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-01 11:15:16,569: root: INFO: Filled Transaction: buy 106.0 of SPY at 469.48999023 USD per share
2024-02-01 11:15:16,569: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-01 11:15:16,576: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-02-01 11:15:16,578: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-01 11:15:16,578: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-01 11:15:16,581: root: INFO: MLTrader : The market is not currently open, skipping this trading iteration
2024-02-01 11:15:16,582: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 11:15:16,582: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,583: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,583: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 11:15:16,583: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,584: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,585: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 11:15:16,585: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,586: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 11:15:16,587: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 11:15:16,587: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
