datetime,portfolio_value,cash,return
2024-02-01 09:30:00-05:00,100000.0,100000.0,
2024-02-02 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:12:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:12:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:49:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:49:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:25:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:25:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:01:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:01:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:38:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:38:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:14:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:14:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:51:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:51:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:27:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:27:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:03:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:03:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:40:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:40:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:16:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:16:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:53:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:53:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:29:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:29:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:05:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:05:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:42:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:42:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:18:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:18:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:55:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:55:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:31:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:31:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:07:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:07:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:44:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:44:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:20:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:20:00-05:00,100000.0,100000.0,0.0
2024-02-01 15:57:00-05:00,100000.0,100000.0,0.0
2024-02-02 15:57:00-05:00,100000.0,100000.0,0.0
